,index,beta,bookValuePerShare,currentRatio,divGrowthRate3Year,dividendAmount,dividendDate,dividendPayAmount,dividendPayDate,dividendYield,epsChange,epsChangePercentTTM,epsChangeYear,epsTTM,grossMarginMRQ,grossMarginTTM,high52,interestCoverage,low52,ltDebtToEquity,marketCap,marketCapFloat,netProfitMarginMRQ,netProfitMarginTTM,operatingMarginMRQ,operatingMarginTTM,pbRatio,pcfRatio,peRatio,pegRatio,prRatio,quickRatio,returnOnAssets,returnOnEquity,returnOnInvestment,revChangeIn,revChangeTTM,revChangeYear,sharesOutstanding,shortIntDayToCover,shortIntToFloat,symbol,totalDebtToCapital,totalDebtToEquity,vol10DayAvg,vol1DayAvg,vol3MonthAvg,Last,Change %,Change,Rating,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
46,NAOV,0.0,0.0,10.72527,0.0,0.0, ,0.0, ,0.0,0.0,32.48387,46.36626,0.0,66.0,26.12903,3.5,0.0,0.5351,0.85706,16.02559,17.83189,0.0,0.0,0.0,0.0,3.17797,0.0,0.0,0.0,25.84772,10.42582,0.0,0.0,0.0,0.0,24.74849,0.0,19307938.0,0.0,0.0,NAOV,1.26927,1.28558,840993.0,840990.0,83679410.0,0.8796,5.97590361,0.0496,Buy,2531810,20088438.0,,-0.5572,10.0,Health Technology
47,NDRA,1.5756,27.72768,3.41728,0.0,0.0, ,0.0, ,0.0,0.0,0.0,66.716,0.0,0.0,0.0,2.25,0.0,0.599,10.10741,26.91306,31.7975,0.0,0.0,0.0,0.0,6.00081,0.0,0.0,0.0,0.0,3.18619,0.0,0.0,0.0,0.0,0.0,0.0,33641324.0,0.0,0.0,NDRA,9.17959,10.10741,759182.0,759180.0,7639200.0,0.89,11.25,0.09,Buy,1393341,29940757.0,,-1.8304,15.0,Health Technology
48,NEOS,1.51441,0.0,0.65528,0.0,0.0, ,0.0, ,0.0,0.0,11.18613,0.0,0.0,59.15437,56.89295,1.98,0.0,0.4501,0.0,31.99353,49.00861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56136,0.52967,0.0,0.0,0.0,0.0,0.0,0.0,49756656.0,0.0,0.0,NEOS,202.9659,0.0,1277033.0,1277030.0,88872240.0,0.6759999999999999,5.13219285,0.033,Buy,1909887,33635529.0,,-0.4394,213.0,Health Technology
49,NSPR,2.24499,0.0,5.19112,0.0,0.0, ,0.0, ,0.0,0.0,86.55163,94.90301,0.0,30.40816,21.91617,1.64,0.0,0.282,0.0,16.26009,32.50861,0.0,0.0,0.0,0.0,1.40656,0.0,0.0,0.0,4.86829,4.65084,0.0,0.0,0.0,213.099,0.0,0.0,36954755.0,0.0,0.0,NSPR,0.0,0.0,7853611.0,7853610.0,47845190.0,0.5285,20.11363636,0.0885,Buy,49357812,19530612.0,,-1.2622,48.0,Health Technology
50,NVCN,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22647127.0,0.0,0.0,NVCN,0.0,0.0,2515723.0,0.0,0.0,0.99,5.0955414,0.048,Buy,2071274,22420629.0,,-3.16631106,110.0,Health Technology
51,NVIV,1.76537,0.0,4.3835,0.0,0.0, ,0.0, ,0.0,0.0,67.19371,94.58407,0.0,0.0,0.0,11.997,0.0,0.4975,0.0,17.25505,18.5574,0.0,0.0,0.0,0.0,0.50969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21171836.0,0.0,0.0,NVIV,0.0,0.0,5984014.0,5984010.0,56833740.0,0.9223,13.16564417,0.1073,Buy,9483664,19526751.0,,-9.5547,6.0,Health Technology
52,OGEN,0.4356,0.0,9.55053,0.0,0.0, ,0.0, ,0.0,0.0,1.1013,9.4013,0.0,0.0,0.0,2.09,0.0,0.36,0.0,47.70963,85.39326,0.0,0.0,0.0,0.0,12.86411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91766928.0,0.0,0.0,OGEN,4.66897,4.89764,17655583.0,17655580.0,156587510.0,0.58,11.55991537,0.0601,Buy,40253380,43612578.0,,-0.5021,7.0,Health Technology
53,ONTX,1.9025,0.0,2.69117,0.0,0.0, ,0.0, ,0.0,0.0,92.97082,95.38856,0.0,0.0,0.0,1.56,0.0,0.1901,0.0,92.75156,183.7688,0.0,0.0,0.0,0.0,7.57683,0.0,0.0,0.0,454.6645,0.0,0.0,0.0,0.0,17.85714,0.0,0.0,184948267.0,0.0,0.0,ONTX,0.0,0.0,42647345.0,42647350.0,335056940.0,0.83,65.50348953,0.3285,Buy,264762391,153506840.0,,-0.1616,19.0,Health Technology
54,PT,0.0,0.0,1.07236,0.0,0.0, ,0.13634,2014-06-20 00:00:00.000,0.0,0.0,0.0,0.0,0.0,8.22622,40.1131,3.28,0.0,0.75,53.55304,42.70256,33.05795,0.0,0.0,0.0,0.0,1.42405,0.0,0.0,0.0,0.21464,0.0,0.0,0.0,0.0,71.46794,0.0,0.0,251028277.0,0.0,0.0,PT,69.11535,423.5591,189801.0,189800.0,5294140.0,0.9998,1.00010102,0.0099,Buy,53286,35499000.0,,,256.0,Technology Services
55,PTE,1.17786,0.0,3.21513,0.0,0.0, ,0.0, ,0.0,0.0,55.98072,79.01171,0.0,59.48457,59.86003,4.6,0.0,0.553,11.47801,39.77722,40.90824,0.0,0.0,0.0,0.0,1.14993,0.0,0.0,0.0,4.97091,3.11481,0.0,0.0,0.0,47.2639,64.68409,0.0,54804663.0,0.0,0.0,PTE,17.61154,21.37622,1946629.0,1946630.0,29422270.0,0.7747,6.73739322,0.0489,Buy,5568088,30400235.0,,-1.6799,157.0,Consumer Durables
56,PTN,1.59815,10.35881,7.88668,0.0,0.0, ,0.0, ,0.0,0.0,0.0,13.67167,0.0,0.0,0.0,0.895,0.0,0.355,0.0,156.7927,221.1451,0.0,0.0,0.0,0.0,2.03651,0.0,0.0,0.0,0.0,7.42885,0.0,0.0,0.0,0.0,0.0,0.0,229901307.0,0.0,0.0,PTN,0.0,0.0,12648130.0,12648130.0,65381660.0,0.7081,3.82697947,0.0261,Buy,3895927,162792898.0,,-0.0929,20.0,Health Technology
57,PVL,1.87729,0.0,0.39982,0.0,0.0, ,0.0038,2020-07-15 00:00:00.000,0.0,0.0,0.0,0.0,0.22523,0.0,0.0,2.15,0.0,0.46,0.0,24.981,22.50776,72.56105,98.83671,72.56105,98.79881,0.34216,0.0,3.36101,0.0,3.32191,0.0,9.73923,9.75963,9.75963,0.0,0.0,0.0,33000000.0,0.0,0.0,PVL,0.0,0.0,172147.0,172150.0,4341890.0,0.79,4.35931308,0.033,Buy,226111,24981000.0,3.36145648,0.2252,,Energy Minerals
58,PXS,0.02608,0.0,0.46251,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,42.62273,35.58174,1.37,0.44799,0.6212,201.2552,17.95573,3.96215,0.0,0.0,9.01135,0.0,0.63617,0.0,0.0,0.0,0.64698,0.4079,0.0,0.0,0.0,11.73415,0.0,0.0,21559885.0,0.0,0.0,PXS,68.03535,212.8456,525856.0,525860.0,14219080.0,0.8889,7.08335492,0.058799000000000004,Buy,503008,19164595.0,,-0.3666,0.0,Transportation
59,PFIE,1.50131,0.0,11.78907,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,38.0097,42.54562,1.53,0.0,0.6248,0.04703,39.94554,32.13179,0.0,0.0,0.0,0.0,0.89753,0.0,0.0,0.0,1.6696,7.57805,0.0,0.0,0.0,0.0,0.0,0.0,47959582.0,0.0,0.0,PFIE,0.14348,0.14369,56330.0,56330.0,1982270.0,0.87,4.45431624,0.0371,Buy,47537,41724852.0,,-0.0795,117.0,Producer Manufacturing
60,PFMT,0.0,0.0,0.65066,0.0,0.0, ,0.0, ,0.0,0.0,24.50625,123.9926,0.0,0.0,0.0,2.17,1.21113,0.54,0.0,49.3303,34.15136,5.44882,0.0,5.22524,0.0,1.30961,0.0,0.0,0.0,0.30885,0.0,0.0,0.0,0.0,7.23102,9.14657,0.0,54756683.0,0.0,0.0,PFMT,61.615,160.5184,402394.0,402390.0,12479800.0,0.8999,-0.11100011,-0.001,Buy,158117,49275554.0,,-0.3998,1615.0,Commercial Services
61,PLIN,0.0,0.0,1.53582,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,5.20032,6.49289,4.7399,0.36674,0.62,11.71195,26.41175,15.48886,0.0,0.0,0.90403,0.46656,0.9174,0.0,0.0,0.0,0.23891,0.0,0.0,0.0,0.0,15.85203,11.57885,0.0,29693626.0,0.0,0.0,PLIN,32.53644,54.34697,2144171.0,2144170.0,56390490.0,0.9102,-0.09878169,-0.0009,Buy,2023675,26385697.0,,,154.0,Consumer Non-Durables
62,POAI,1.7598,0.0,0.2979,0.0,0.0, ,0.0, ,0.0,0.0,1.70805,65.24443,0.0,63.55562,62.88248,5.3,0.0,0.63,0.0,12.72717,15.84549,0.0,0.0,0.0,0.0,0.9764,0.0,0.0,0.0,9.74545,0.28016,0.0,0.0,0.0,163.0266,0.0,0.0,17676621.0,0.0,0.0,POAI,31.97505,47.00489,2134535.0,2134540.0,15570630.0,0.8499,18.04166667,0.1299,Buy,4182543,15023342.0,,-5.1277,32.0,Health Technology
63,REI,2.58743,6.80837,1.64927,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,68.53912,68.08776,3.31,0.72675,0.4301,83.22468,54.7098,56.29379,0.0,0.0,20.69233,0.0,0.10522,0.0,0.0,0.0,0.40857,0.0,0.0,0.0,0.0,195.833,0.0,0.0,81668600.0,0.0,0.0,REI,45.4423,83.2922,2076794.0,2076790.0,39786190.0,0.7259,8.35945664,0.055999999999999994,Buy,3224918,59283237.0,,-1.2964,58.0,Energy Minerals
64,RAVE,0.89902,0.0,1.9586,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,95.90121,95.77029,2.36,5.13043,0.38,384.2014,16.02436,16.0028,3.99369,0.0,4.09879,0.0,23.89591,0.0,0.0,0.0,1.76967,0.0,0.0,0.0,0.0,17.68707,0.0,0.0,18004904.0,0.0,0.0,RAVE,79.34744,384.2014,957905.0,957910.0,49981680.0,0.9186,3.21348315,0.0286,Buy,2682680,16539301.0,,-0.2905,22.0,Consumer Services
65,REED,1.22834,0.0,0.98727,0.0,0.0, ,0.0, ,0.0,0.0,56.09635,69.60632,0.0,32.05832,25.83686,1.64,0.0,0.3612,53.76344,50.49431,75.50768,0.0,0.0,0.0,0.0,82.50006,0.0,0.0,0.0,1.32569,0.40695,0.0,0.0,0.0,0.0,4.93416,0.0,82162310.0,0.0,0.0,REED,94.79866,1822.581,941593.0,941590.0,15450240.0,0.6549,7.71381579,0.0469,Neutral,1684500,41237481.0,,-0.2125,28.0,Consumer Non-Durables
66,RETO,0.0,24.49418,0.93691,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,8.2047,24.23896,1.92,0.0,0.3,18.88385,16.31285,10.79533,0.0,0.0,0.0,0.0,0.49478,0.0,0.0,0.0,1.15038,0.82711,0.0,0.0,0.0,0.0,0.0,0.0,24135000.0,0.0,0.0,RETO,29.82634,44.39746,494698.0,494700.0,19476680.0,0.767,13.478325199999999,0.0911,Buy,2957222,18511545.0,,-0.6675,139.0,Non-Energy Minerals
67,RIBT,0.41841,0.0,1.64276,0.0,0.0, ,0.0, ,0.0,0.0,12.23887,32.46198,0.0,0.0,0.0,1.49,0.0,0.372,10.20747,25.09961,39.28227,0.0,0.0,0.0,0.0,1.07442,0.0,0.0,0.0,0.99511,1.35844,0.0,0.0,0.0,0.0,12.44205,0.0,41972594.0,0.0,0.0,RIBT,18.13838,22.15737,491726.0,491730.0,13340350.0,0.6201,3.69565217,0.0221,Buy,354613,26027209.0,,-0.3526,121.0,Consumer Non-Durables
68,SDPI,1.06219,0.0,0.60436,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,43.73546,52.16614,1.05,0.0,0.2005,41.23527,15.36537,10.4064,0.0,0.0,0.0,0.0,3.24723,66.04216,0.0,0.0,1.15785,0.45853,0.0,0.0,0.0,0.0,0.0,0.0,25617486.0,0.0,0.0,SDPI,58.77281,142.5584,413554.0,413550.0,13642940.0,0.71,18.37279093,0.1102,Buy,993600,18188425.0,,-0.1038,63.0,Industrial Services
69,SENS,0.76368,0.0,3.54039,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,108.8657,0.0,1.78,0.0,0.3497,0.0,228.47,119.522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8105,3.11631,0.0,0.0,0.0,193.8697,0.0,0.0,245666611.0,0.0,0.0,SENS,776.882,0.0,25805597.0,25805600.0,116662440.0,0.95,2.15053763,0.02,Buy,31283506,233383650.0,,-0.5172,191.0,Electronic Technology
70,SHIP,1.02504,0.0,0.21122,0.0,0.0, ,0.0, ,0.0,0.0,101.0659,0.0,0.92905,47.74312,37.2115,8.4928,0.70619,0.39,21.45278,34.79965,61.46558,18.27897,0.0,45.23943,13.29924,0.40252,62.36497,0.5483,0.005425,0.49856,0.0,0.0,0.0,0.0,117.3302,0.0,0.0,68314985.0,0.0,0.0,SHIP,67.39048,206.659,7108755.0,7108750.0,140077540.0,0.565,10.91480173,0.0556,Buy,12579107,38597975.0,,-3.6266,38.0,Miscellaneous
71,SNDL,0.0,0.0,0.85311,0.0,0.0, ,0.0, ,0.0,0.0,0.0,16.45689,0.0,20.25651,10.78481,3.88,0.0,0.1381,70.12101,419.1213,749.6356,0.0,0.0,0.0,0.0,2.05598,0.0,0.0,0.0,7.80458,0.49949,0.0,0.0,0.0,0.0,0.0,0.0,762038780.0,0.0,0.0,SNDL,61.67631,171.2717,203695595.0,203695600.0,4977928150.0,0.5395,-1.90909091,-0.0105,Buy,268239687,58335056.0,,-2.0405,1064.0,Process Industries
72,SNMP,0.0,0.0,0.08562,0.0,0.0, ,0.15,2019-09-03 00:00:00.000,0.0,0.0,0.0,0.0,0.0,72.35811,73.19484,1.6,0.0,0.15,0.0,11.70096,5.38765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1905,0.0,0.0,0.0,0.0,7.10616,0.0,0.0,19953880.0,0.0,0.0,SNMP,135.7328,0.0,563056.0,563060.0,56157860.0,0.68,15.96180082,0.0936,Buy,1082868,13568652.0,,-7.011,9.0,Energy Minerals
73,SONM,0.0,0.0,2.19812,0.0,0.0, ,0.0, ,0.0,0.0,0.0,70.54564,0.0,30.56347,22.27716,3.92,0.0,0.4201,0.64653,49.02606,59.07525,0.0,0.0,0.0,0.0,1.42447,0.0,0.0,0.0,0.75047,1.69862,0.0,0.0,0.0,0.0,0.0,0.0,66162019.0,0.0,0.0,SONM,1.14866,1.16201,1135520.0,1135520.0,21288320.0,0.7671,3.52226721,0.0261,Buy,1275120,50752870.0,,-1.1373,403.0,Electronic Technology
74,STAF,2.20746,0.0,0.68311,0.0,0.0, ,0.01,2020-03-27 00:00:00.000,0.0,0.0,0.0,0.0,0.0,17.11143,17.77818,3.34,0.18175,0.28,0.0,12.14921,16.67562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05663,0.0,0.0,0.0,0.0,12.17453,0.0,0.0,14461028.0,0.0,0.0,STAF,136.6439,0.0,5716332.0,5716330.0,91402840.0,0.7645,7.75193798,0.055,Sell,2920263,7373113.0,,-2.2407,270.0,Commercial Services
75,STCN,1.00198,0.0,0.95046,0.0,0.0, ,0.0, ,0.0,0.0,73.00117,0.0,0.0,23.81395,21.87772,1.69,1.15927,0.402,448.2546,48.98558,55.70386,0.0,0.0,4.16338,3.51652,1.02279,1.43982,0.0,0.0,0.06733,0.89084,0.0,0.0,0.0,3.07964,0.0,0.0,62793969.0,0.0,0.0,STCN,81.98074,454.9619,173102.0,173100.0,3434510.0,0.769,-1.4228945,-0.0111,Sell,145130,48288586.0,,-0.2551,3481.0,Transportation
76,SXTC,0.0,0.0,1.60109,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,44.38915,52.37425,1.48,0.0,0.2222,0.38835,24.30175,53.55758,0.0,0.0,0.0,0.0,1.44403,0.0,0.0,0.0,4.70757,1.51573,0.0,0.0,0.0,0.0,0.0,0.0,62057584.0,0.0,0.0,SXTC,41.69785,71.52026,4007868.0,4007870.0,65050550.0,0.475,21.29724208,0.0834,Buy,17004196,29477360.0,,,97.0,Health Technology
77,TGA,2.92851,0.0,1.2995,0.0,0.0, ,0.035,2020-03-13 00:00:00.000,0.0,0.0,0.0,0.0,0.0,31.93118,45.39053,1.46,0.0,0.3008,5.0505,66.11833,66.28606,0.0,0.0,0.0,0.0,0.47312,0.0,0.0,0.0,0.59923,1.00691,0.0,0.0,0.0,44.70295,0.0,0.0,72542071.0,0.0,0.0,TGA,16.9822,20.4561,343696.0,343700.0,16888440.0,0.9478,4.61368653,0.0418,Buy,393651,68755308.0,,-1.15126334,75.0,Energy Minerals
78,TRX,1.03997,0.0,0.51026,0.0,0.0, ,0.0, ,0.0,0.0,58.29766,93.6614,0.0,0.0,0.0,1.09,0.0,0.36,0.0,141.4364,199.8065,0.0,0.0,0.0,0.0,5.30835,0.0,0.0,0.0,0.0,0.44171,0.0,0.0,0.0,0.0,0.0,0.0,207716446.0,0.0,0.0,TRX,17.17514,20.50835,529816.0,529820.0,6883820.0,0.6693,-1.90532024,-0.013000000000000001,Buy,645570,139024319.0,,-0.06408534,,Non-Energy Minerals
79,TBLT,0.0,0.0,3.44613,0.0,0.0, ,0.0, ,0.0,0.0,97.97861,100.1276,0.0,45.30471,41.97523,4.8,1.56205,0.621,0.0,32.64859,38.15858,0.72518,0.0,2.01526,0.0,1.26299,0.0,0.0,0.0,1.02213,2.74371,0.0,0.0,0.0,143.6293,78.19977,0.0,40283933.0,0.0,0.0,TBLT,11.80159,13.38073,2198295.0,2198300.0,45582960.0,0.8775,3.24744088,0.0276,Buy,8102791,35349122.0,,-1.3343,24.0,Consumer Non-Durables
80,TLGT,1.76264,0.0,2.48225,0.0,0.0, ,0.0, ,0.0,0.0,0.0,93.65196,0.0,0.79503,6.60901,6.459,0.0,0.455,0.0,16.03939,21.72176,0.0,0.0,14.52681,0.0,0.0,0.0,0.0,0.0,0.31242,1.25232,0.0,0.0,0.0,5.54247,0.0,0.0,21754223.0,0.0,0.0,TLGT,124.7214,0.0,2289139.0,2289140.0,115034580.0,0.915,24.10145124,0.1777,Buy,13050732,19905093.0,,-8.6107,252.0,Health Technology
81,TMBR,0.26633,0.0,1.04868,0.0,0.0, ,0.0, ,0.0,0.0,82.34201,108.3691,0.0,0.0,0.0,12.6,0.0,0.6651,4.87198,9.89063,6.59454,874.0601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.14394,0.0,0.0,0.0,0.0,0.0,6928.6,0.0,12032391.0,0.0,0.0,TMBR,4.64564,4.87198,4676776.0,4676780.0,38247040.0,0.8418,2.40875912,0.0198,Sell,10157312,10128874.0,,-21.4163,3.0,Health Technology
82,TNXP,1.43491,0.0,14.16583,0.0,0.0, ,0.0, ,0.0,0.0,98.208,99.8343,0.0,0.0,0.0,2.46,0.0,0.3902,0.0,111.9583,156.507,0.0,0.0,0.0,0.0,1.60168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191648251.0,0.0,0.0,TNXP,0.0,0.0,21862661.0,21862660.0,231331630.0,0.8206,14.76923077,0.1056,Buy,50755650,157266349.0,,-3.5529,16.0,Health Technology
83,TRCH,2.48573,0.0,0.13715,0.0,0.0, ,0.0, ,0.0,0.0,0.0,46.78086,0.0,61.69799,17.07363,1.0882,0.0,0.2111,12.55694,70.52265,79.92548,0.0,0.0,0.0,0.0,4.49286,0.0,0.0,0.0,221.0533,0.0,0.0,0.0,0.0,35.708,0.0,0.0,99327673.0,0.0,0.0,TRCH,52.95222,112.5499,6644304.0,6644300.0,84440680.0,0.7848,10.53521127,0.0748,Strong Buy,9929526,77952379.0,,-0.1733,2.0,Consumer Services
84,TRXC,2.49422,0.0,3.24364,0.0,0.0, ,0.0, ,0.0,0.0,79.94366,97.21187,0.0,0.0,0.0,2.62,0.0,0.28,4.0792,116.895,95.65182,0.0,0.0,0.0,0.0,1.87969,0.0,0.0,0.0,42.41474,2.30471,0.0,0.0,0.0,24.27481,0.0,0.0,99910279.0,0.0,0.0,TRXC,4.33184,4.52798,11536743.0,11536740.0,104843950.0,0.98,-16.23931624,-0.19,Buy,48227034,97912094.0,,-1.7037,163.0,Commercial Services
85,URG,1.71491,2.16967,4.72346,0.0,0.0, ,0.0, ,0.0,0.0,40.26195,15.27037,0.0,0.0,6.47418,0.9292,0.0,0.271,32.63453,128.8077,164.0128,0.0,0.0,0.0,0.0,3.31776,0.0,0.0,0.0,6.7252,2.35878,0.0,0.0,0.0,0.0,0.0,0.0,169667672.0,0.0,0.0,URG,25.2988,33.86665,1756455.0,1756450.0,19293490.0,0.8290000000000001,9.05024993,0.0688,Strong Buy,1546880,140654772.0,,-0.04641587,30.0,Non-Energy Minerals
86,UAMY,0.85085,0.0,0.69004,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7344,0.0,0.2195,5.50378,37.86256,59.84596,0.0,0.0,0.0,0.0,4.28042,0.0,0.0,0.0,6.22041,0.5326,0.0,0.0,0.0,0.0,0.0,0.0,75740259.0,0.0,0.0,UAMY,7.40188,7.99356,3202288.0,3202290.0,77750570.0,0.57,14.02280456,0.0701,Buy,7841492,43171971.0,,-0.05,177.0,Producer Manufacturing
87,USWS,1.84692,0.0,0.92916,0.0,0.0, ,0.0, ,0.0,0.0,0.0,37.86486,0.0,30.16439,24.01454,2.0,0.0,0.2315,0.0,28.94628,40.36407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1003,0.80597,0.0,0.0,0.0,10.55551,0.0,0.0,71766358.0,0.0,0.0,USWS,101.5636,0.0,790231.0,790230.0,42332900.0,0.4499,15.12282497,0.0591,Buy,5287917,32287703.0,,-4.3919,871.0,Finance
88,UXIN,0.0,0.0,0.86719,0.0,0.0, ,0.0, ,0.0,0.0,12.70096,14.13921,0.0,0.0,30.3191,2.95,0.0,0.72,0.0,261.2625,191.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11567,0.84116,0.0,0.0,0.0,22.71807,0.0,0.0,887617391.0,0.0,0.0,UXIN,0.0,0.0,5659146.0,5659150.0,132327110.0,0.9402,5.64044944,0.0502,Sell,2954993,251220000.0,,-1.7096,6455.0,Technology Services
89,VTNR,2.50314,0.0,1.4076,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,13.06395,18.15343,1.95,0.0,0.4005,28.30679,34.53057,31.69237,0.0,0.0,0.0,0.0,3.40985,0.0,0.0,0.0,0.25104,1.25436,0.0,0.0,0.0,74.90129,0.0,0.0,45554841.0,0.0,0.0,VTNR,18.68701,44.49033,606690.0,606690.0,13714630.0,0.8125,7.18997361,0.0545,Buy,1142182,37013275.0,,-0.5568,225.0,Industrial Services
90,WTER,2.28149,0.0,1.39576,0.0,0.0, ,0.0, ,0.0,0.0,30.36865,7.7133,0.0,41.17712,40.65937,2.6,0.0,0.4,1.92124,71.18758,67.93742,0.0,0.0,0.0,0.0,12.4315,0.0,0.0,0.0,1.56388,1.03908,0.0,0.0,0.0,0.0,25.47782,0.0,73563982.0,0.0,0.0,WTER,47.32228,89.83357,1695877.0,1695880.0,36298500.0,0.9978,3.16377171,0.0306,Sell,1135744,73402159.0,,-0.2702,27.0,Consumer Non-Durables
91,XELA,1.87963,0.0,0.79254,0.0,0.0, ,0.0, ,0.0,0.0,0.0,78.11801,0.0,23.27634,21.03672,0.87,0.22084,0.086,0.0,68.29779,60.70113,0.0,0.0,1.56119,0.0,0.0,0.0,0.0,0.0,0.04978,0.74794,0.0,0.0,0.0,0.0,0.0,0.0,147511430.0,0.0,0.0,XELA,213.5697,0.0,17410687.0,17410690.0,92145870.0,0.4835,4.42764579,0.0205,Strong Buy,10463073,71321569.0,,-2.6953,22700.0,Technology Services
92,XPL,1.70708,17.66891,34.82591,0.0,0.0, ,0.0, ,0.0,0.0,81.53097,96.42577,0.0,0.0,0.0,0.8799,0.0,0.132,0.0,31.67487,48.5954,0.0,0.0,0.0,0.0,1.31935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58108366.0,0.0,0.0,XPL,0.29072,0.29157,358829.0,358830.0,24988750.0,0.579,6.21904238,0.0339,Buy,1717920,33644764.0,,-0.0133,3.0,Non-Energy Minerals
93,ZSAN,3.90304,0.0,3.35274,0.0,0.0, ,0.0, ,0.0,0.0,64.59097,79.83366,0.0,0.0,0.0,1.96,0.0,0.3275,12.43393,59.43316,101.7003,0.0,0.0,0.0,0.0,1.07583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79685658.0,0.0,0.0,ZSAN,17.0772,20.59409,2822978.0,2822980.0,87961060.0,0.8051,38.26206423,0.2228,Buy,79848749,55216495.0,,-0.9555,56.0,Health Technology
